venue_region,season,bowler,balls,runs_conceded,wickets,dot_balls,innings_bowled,overs,economy,bowling_strike_rate,dot_ball_pct,runs_per_wicket
India,2024,Mohammed Siraj,324,507,15,121,14,54.0,9.39,21.6,37.35,33.8
India,2024,Mohsin Khan,228,385,10,82,10,38.0,10.13,22.8,35.96,38.5
India,2024,Mukesh Choudhary,6,27,0,2,1,1.0,27.0,0.0,33.33,0.0
India,2024,Mukesh Kumar,213,379,22,67,10,35.5,10.68,9.68,31.46,17.23
India,2024,Mustafizur Rahman,206,324,14,76,9,34.33,9.44,14.71,36.89,23.14
India,2024,N Burger,102,152,7,46,5,17.0,8.94,14.57,45.1,21.71
India,2024,N Thushara,156,259,8,49,7,26.0,9.96,19.5,31.41,32.38
India,2024,N Wadhera,12,13,0,2,1,2.0,6.5,0.0,16.67,0.0
India,2024,NT Ellis,24,24,1,10,1,4.0,6.0,24.0,41.67,24.0
India,2024,Naman Dhir,28,55,0,3,3,4.67,11.78,0.0,10.71,0.0
India,2024,Naveen-ul-Haq,219,375,15,69,10,36.5,10.27,14.6,31.51,25.0
India,2024,Nithish Kumar Reddy,79,154,4,19,7,13.17,11.69,19.75,24.05,38.5
India,2024,Noor Ahmad,209,297,8,71,10,34.83,8.53,26.12,33.97,37.12
India,2024,PJ Cummins,366,571,18,123,16,61.0,9.36,20.33,33.61,31.72
India,2024,PP Chawla,210,312,13,65,11,35.0,8.91,16.15,30.95,24.0
India,2024,PVD Chameera,18,49,0,5,1,3.0,16.33,0.0,27.78,0.0
India,2024,R Ashwin,330,469,9,87,14,55.0,8.53,36.67,26.36,52.11
India,2024,R Dhawan,18,39,0,4,1,3.0,13.0,0.0,22.22,0.0
India,2024,R Parag,18,27,0,5,2,3.0,9.0,0.0,27.78,0.0
India,2024,R Ravindra,12,7,0,5,2,2.0,3.5,0.0,41.67,0.0
India,2024,R Sai Kishore,90,137,7,30,5,15.0,9.13,12.86,33.33,19.57
India,2024,R Shepherd,72,162,2,15,5,12.0,13.5,36.0,20.83,81.0
India,2024,RA Jadeja,282,371,8,73,14,47.0,7.89,35.25,25.89,46.38
India,2024,RD Chahar,186,280,10,55,9,31.0,9.03,18.6,29.57,28.0
India,2024,RJ Gleeson,47,72,1,19,2,7.83,9.2,47.0,40.43,72.0
India,2024,RJW Topley,90,168,4,31,4,15.0,11.2,22.5,34.44,42.0
India,2024,Ramandeep Singh,4,9,0,0,1,0.67,13.43,0.0,0.0,0.0
India,2024,Rashid Khan,262,372,10,79,12,43.67,8.52,26.2,30.15,37.2
India,2024,Rasikh Salam,147,271,9,40,8,24.5,11.06,16.33,27.21,30.11
India,2024,Ravi Bishnoi,262,384,10,88,14,43.67,8.79,26.2,33.59,38.4
India,2024,S Dube,6,14,1,1,1,1.0,14.0,6.0,16.67,14.0
India,2024,S Gopal,42,67,3,10,3,7.0,9.57,14.0,23.81,22.33
India,2024,S Joseph,24,51,0,9,1,4.0,12.75,0.0,37.5,0.0
India,2024,S Sandeep Warrier,66,122,6,29,5,11.0,11.09,11.0,43.94,20.33
India,2024,SH Johnson,96,155,4,34,5,16.0,9.69,24.0,35.42,38.75
India,2024,SM Curran,246,422,16,81,13,41.0,10.29,15.38,32.93,26.38
India,2024,SN Thakur,190,315,5,45,9,31.67,9.95,38.0,23.68,63.0
India,2024,SP Narine,330,376,18,122,14,55.0,6.84,18.33,36.97,20.89
India,2024,SZ Mulani,30,57,0,7,2,5.0,11.4,0.0,23.33,0.0
India,2024,Sandeep Sharma,228,314,15,72,10,38.0,8.26,15.2,31.58,20.93
India,2024,Shahbaz Ahmed,165,277,7,48,15,27.5,10.07,23.57,29.09,39.57
India,2024,Shashank Singh,6,5,1,1,1,1.0,5.0,6.0,16.67,5.0
India,2024,Sikandar Raza,12,22,0,2,1,2.0,11.0,0.0,16.67,0.0
India,2024,Simarjeet Singh,72,122,6,27,4,12.0,10.17,12.0,37.5,20.33
India,2024,Sumit Kumar,20,38,0,4,2,3.33,11.41,0.0,20.0,0.0
India,2024,Suyash Sharma,24,51,0,5,2,4.0,12.75,0.0,20.83,0.0
India,2024,Swapnil Singh,90,133,6,27,7,15.0,8.87,15.0,30.0,22.17
India,2024,T Natarajan,308,469,20,108,14,51.33,9.14,15.4,35.06,23.45
India,2024,T Stubbs,12,15,3,6,2,2.0,7.5,4.0,50.0,5.0
India,2024,TA Boult,320,448,16,132,15,53.33,8.4,20.0,41.25,28.0
India,2024,TM Head,10,32,0,2,1,1.67,19.16,0.0,20.0,0.0
India,2024,TU Deshpande,288,435,18,111,13,48.0,9.06,16.0,38.54,24.17
India,2024,Tilak Varma,4,8,0,0,1,0.67,11.94,0.0,0.0,0.0
India,2024,UT Yadav,126,211,9,55,7,21.0,10.05,14.0,43.65,23.44
India,2024,Umran Malik,6,15,0,2,1,1.0,15.0,0.0,33.33,0.0
India,2024,V Kaverappa,24,36,2,11,1,4.0,9.0,12.0,45.83,18.0
India,2024,V Viyaskanth,60,90,1,16,3,10.0,9.0,60.0,26.67,90.0
India,2024,VG Arora,180,284,11,76,10,30.0,9.47,16.36,42.22,25.82
India,2024,VR Iyer,6,28,0,0,1,1.0,28.0,0.0,0.0,0.0
India,2024,Vijaykumar Vyshak,87,143,6,23,4,14.5,9.86,14.5,26.44,23.83
India,2024,WG Jacks,54,100,2,11,5,9.0,11.11,27.0,20.37,50.0
India,2024,Washington Sundar,30,73,1,3,2,5.0,14.6,30.0,10.0,73.0
India,2024,YS Chahal,348,548,19,98,15,58.0,9.45,18.32,28.16,28.84
India,2024,Yash Dayal,301,472,16,116,14,50.17,9.41,18.81,38.54,29.5
India,2024,Yash Thakur,213,405,12,65,10,35.5,11.41,17.75,30.52,33.75
India,2024,Yudhvir Singh,24,52,1,5,2,4.0,13.0,24.0,20.83,52.0
India,2025,A Badoni,10,13,2,3,2,1.67,7.78,5.0,30.0,6.5
India,2025,A Kamboj,129,173,8,55,8,21.5,8.05,16.12,42.64,21.62
India,2025,A Nortje,42,87,1,14,2,7.0,12.43,42.0,33.33,87.0
India,2025,A Zampa,48,94,2,10,2,8.0,11.75,24.0,20.83,47.0
India,2025,AD Russell,109,218,8,28,9,18.17,12.0,13.62,25.69,27.25
India,2025,AK Markram,66,102,4,15,5,11.0,9.27,16.5,22.73,25.5
India,2025,AR Patel,216,314,6,66,12,36.0,8.72,36.0,30.56,52.33
India,2025,AS Roy,24,27,2,8,1,4.0,6.75,12.0,33.33,13.5
India,2025,Abdul Samad,2,6,0,1,1,0.33,18.18,0.0,50.0,0.0
India,2025,Abhishek Sharma,66,113,0,21,6,11.0,10.27,0.0,31.82,0.0
India,2025,Akash Deep,114,230,3,34,6,19.0,12.11,38.0,29.82,76.67
India,2025,Akash Madhwal,90,167,4,22,4,15.0,11.13,22.5,24.44,41.75
India,2025,Akash Singh,67,99,4,20,3,11.17,8.86,16.75,29.85,24.75
India,2025,Arshad Khan,126,220,6,46,9,21.0,10.48,21.0,36.51,36.67
India,2025,Arshdeep Singh,338,503,22,132,15,56.33,8.93,15.36,39.05,22.86
India,2025,Ashwani Kumar,102,205,10,30,6,17.0,12.06,10.2,29.41,20.5
India,2025,Avesh Khan,284,487,13,77,13,47.33,10.29,21.85,27.11,37.46
India,2025,Azmatullah Omarzai,156,272,8,40,7,26.0,10.46,19.5,25.64,34.0
India,2025,B Kumar,300,473,17,111,13,50.0,9.46,17.65,37.0,27.82
India,2025,C Bosch,42,56,1,23,2,7.0,8.0,42.0,54.76,56.0
India,2025,C Sakariya,18,39,0,3,1,3.0,13.0,0.0,16.67,0.0
India,2025,CV Varun,300,390,17,114,13,50.0,7.8,17.65,38.0,22.94
India,2025,DJ Hooda,6,15,0,1,1,1.0,15.0,0.0,16.67,0.0
India,2025,DL Chahar,246,378,12,106,14,41.0,9.22,20.5,43.09,31.5
India,2025,DS Rathi,312,435,14,95,13,52.0,8.37,22.29,30.45,31.07
India,2025,E Malinga,160,244,14,53,7,26.67,9.15,11.43,33.12,17.43
India,2025,Fazalhaq Farooqi,102,211,0,24,5,17.0,12.41,0.0,23.53,0.0
India,2025,G Coetzee,54,82,2,14,3,9.0,9.11,27.0,25.93,41.0
India,2025,GJ Maxwell,78,111,4,27,6,13.0,8.54,19.5,34.62,27.75
India,2025,HH Pandya,192,308,14,61,13,32.0,9.62,13.71,31.77,22.0
India,2025,HV Patel,263,434,17,82,13,43.83,9.9,15.47,31.18,25.53
India,2025,Harpreet Brar,120,172,10,38,6,20.0,8.6,12.0,31.67,17.2
India,2025,Harsh Dubey,60,98,5,18,3,10.0,9.8,12.0,30.0,19.6
India,2025,Harshit Rana,264,457,15,99,13,44.0,10.39,17.6,37.5,30.47
India,2025,I Sharma,110,210,4,30,7,18.33,11.46,27.5,27.27,52.5
India,2025,Ishan Kishan,1,4,0,0,1,0.17,23.53,0.0,0.0,0.0
India,2025,J Overton,36,84,0,9,3,6.0,14.0,0.0,25.0,0.0
India,2025,JC Archer,273,445,12,103,12,45.5,9.78,22.75,37.73,37.08
India,2025,JD Unadkat,143,177,12,52,7,23.83,7.43,11.92,36.36,14.75
India,2025,JJ Bumrah,260,294,20,115,11,43.33,6.79,13.0,44.23,14.7
India,2025,JR Hazlewood,245,368,19,107,11,40.83,9.01,12.89,43.67,19.37
India,2025,K Kartikeya,48,78,2,16,4,8.0,9.75,24.0,33.33,39.0
India,2025,K Khejroliya,18,29,1,4,1,3.0,9.67,18.0,22.22,29.0
India,2025,K Rabada,84,164,2,22,4,14.0,11.71,42.0,26.19,82.0
India,2025,KA Jamieson,72,120,4,25,3,12.0,10.0,18.0,34.72,30.0
India,2025,KH Pandya,270,370,17,81,14,45.0,8.22,15.88,30.0,21.76
India,2025,KK Ahmed,280,454,16,131,14,46.67,9.73,17.5,46.79,28.38
India,2025,KT Maphaka,30,58,1,11,2,5.0,11.6,30.0,36.67,58.0
India,2025,KV Sharma,90,133,7,24,5,15.0,8.87,12.86,26.67,19.0
India,2025,Karim Janat,6,30,0,0,1,1.0,30.0,0.0,0.0,0.0
India,2025,Kuldeep Yadav,318,392,16,106,14,53.0,7.4,19.88,33.33,24.5
India,2025,L Ngidi,48,81,4,13,2,8.0,10.12,12.0,27.08,20.25
India,2025,LH Ferguson,68,107,6,25,4,11.33,9.44,11.33,36.76,17.83
India,2025,LS Livingstone,54,76,2,10,5,9.0,8.44,27.0,18.52,38.0
India,2025,M Jansen,283,448,16,105,14,47.17,9.5,17.69,37.1,28.0
India,2025,M Pathirana,251,430,15,76,12,41.83,10.28,16.73,30.28,28.67
India,2025,M Prasidh Krishna,330,447,24,130,14,55.0,8.13,13.75,39.39,18.62
India,2025,M Shahrukh Khan,6,13,1,1,1,1.0,13.0,6.0,16.67,13.0
India,2025,M Siddharth,42,68,2,11,2,7.0,9.71,21.0,26.19,34.0
India,2025,M Theekshana,252,412,11,70,11,42.0,9.81,22.91,27.78,37.45
India,2025,M Tiwari,6,14,0,0,1,1.0,14.0,0.0,0.0,0.0
India,2025,MA Starc,233,413,19,84,12,38.83,10.64,12.26,36.05,21.74
India,2025,MJ Santner,231,306,9,74,12,38.5,7.95,25.67,32.03,34.0
India,2025,MM Ali,96,136,6,29,5,16.0,8.5,16.0,30.21,22.67
India,2025,MM Sharma,150,259,2,31,8,25.0,10.36,75.0,20.67,129.5
India,2025,MP Stoinis,85,177,1,20,9,14.17,12.49,85.0,23.53,177.0
India,2025,MP Yadav,48,100,2,18,2,8.0,12.5,24.0,37.5,50.0
India,2025,Mohammed Shami,180,348,6,55,9,30.0,11.6,30.0,30.56,58.0
India,2025,Mohammed Siraj,318,503,15,134,14,53.0,9.49,21.2,42.14,33.53
India,2025,Mujeeb Ur Rahman,12,28,1,4,1,2.0,14.0,12.0,33.33,28.0
India,2025,Mukesh Choudhary,36,71,1,11,2,6.0,11.83,36.0,30.56,71.0
India,2025,Mukesh Kumar,237,411,14,79,12,39.5,10.41,16.93,33.33,29.36
India,2025,Mustafizur Rahman,66,87,4,23,3,11.0,7.91,16.5,34.85,21.75
India,2025,N Rana,12,18,0,0,2,2.0,9.0,0.0,0.0,0.0
India,2025,N Thushara,24,30,1,9,1,4.0,7.5,24.0,37.5,30.0
India,2025,N Wadhera,5,9,0,1,1,0.83,10.84,0.0,20.0,0.0
India,2025,NT Ellis,24,39,1,5,1,4.0,9.75,24.0,20.83,39.0
India,2025,Naman Dhir,18,12,1,7,1,3.0,4.0,18.0,38.89,12.0
India,2025,Nithish Kumar Reddy,30,47,4,9,3,5.0,9.4,7.5,30.0,11.75
India,2025,Noor Ahmad,300,416,24,102,14,50.0,8.32,12.5,34.0,17.33
India,2025,P Dubey,12,21,1,3,1,2.0,10.5,12.0,25.0,21.0
India,2025,PHKD Mendis,42,60,2,11,4,7.0,8.57,21.0,26.19,30.0
India,2025,PJ Cummins,298,460,16,111,14,49.67,9.26,18.62,37.25,28.75
India,2025,PVD Chameera,102,198,4,24,6,17.0,11.65,25.5,23.53,49.5
India,2025,PVSN Raju,24,54,2,3,2,4.0,13.5,12.0,12.5,27.0
India,2025,PWA Mulder,6,16,0,1,1,1.0,16.0,0.0,16.67,0.0
India,2025,PWH de Silva,246,376,11,62,11,41.0,9.17,22.36,25.2,34.18
India,2025,Prince Yadav,137,226,5,42,6,22.83,9.9,27.4,30.66,45.2
India,2025,R Ashwin,186,286,7,54,9,31.0,9.23,26.57,29.03,40.86
India,2025,R Parag,120,171,4,29,9,20.0,8.55,30.0,24.17,42.75
India,2025,R Sai Kishore,231,354,17,68,14,38.5,9.19,13.59,29.44,20.82
India,2025,R Shepherd,78,147,5,22,6,13.0,11.31,15.6,28.21,29.4
India,2025,RA Jadeja,227,325,10,76,14,37.83,8.59,22.7,33.48,32.5
India,2025,RD Chahar,6,9,0,2,1,1.0,9.0,0.0,33.33,0.0
India,2025,RJW Topley,18,40,0,6,1,3.0,13.33,0.0,33.33,0.0
India,2025,Rashid Khan,306,491,9,80,14,51.0,9.63,34.0,26.14,54.56
India,2025,Rasikh Salam,36,71,1,13,2,6.0,11.83,36.0,36.11,71.0
India,2025,Ravi Bishnoi,222,402,9,67,11,37.0,10.86,24.67,30.18,44.67
India,2025,S Dube,12,33,0,1,1,2.0,16.5,0.0,8.33,0.0
India,2025,SH Johnson,68,134,1,25,4,11.33,11.83,68.0,36.76,134.0
India,2025,SM Curran,72,135,1,16,5,12.0,11.25,72.0,22.22,135.0
India,2025,SN Thakur,204,376,15,60,10,34.0,11.06,13.6,29.41,25.07
India,2025,SP Narine,270,357,12,84,12,45.0,7.93,22.5,31.11,29.75
India,2025,Sandeep Sharma,223,376,10,52,11,37.17,10.12,22.3,23.32,37.6
India,2025,Shahbaz Ahmed,51,103,1,10,3,8.5,12.12,51.0,19.61,103.0
India,2025,Shashank Singh,12,27,0,3,1,2.0,13.5,0.0,25.0,0.0
India,2025,Simarjeet Singh,60,146,2,20,4,10.0,14.6,30.0,33.33,73.0
India,2025,Suryansh Shedge,18,40,0,1,1,3.0,13.33,0.0,5.56,0.0
India,2025,Suyash Sharma,282,436,6,83,13,47.0,9.28,47.0,29.43,72.67
India,2025,T Natarajan,25,53,1,5,2,4.17,12.71,25.0,20.0,53.0
India,2025,T Stubbs,12,40,0,3,2,2.0,20.0,0.0,25.0,0.0
India,2025,TA Boult,322,464,21,118,15,53.67,8.65,15.33,36.65,22.1
India,2025,TU Deshpande,192,342,9,57,10,32.0,10.69,21.33,29.69,38.0
India,2025,V Nigam,234,361,12,72,13,39.0,9.26,19.5,30.77,30.08
India,2025,V Puthur,72,109,6,24,5,12.0,9.08,12.0,33.33,18.17
India,2025,VG Arora,255,431,19,93,12,42.5,10.14,13.42,36.47,22.68
India,2025,Vijaykumar Vyshak,102,181,4,31,5,17.0,10.65,25.5,30.39,45.25
India,2025,W O'Rourke,62,132,6,15,3,10.33,12.78,10.33,24.19,22.0
India,2025,WG Jacks,84,121,6,31,8,14.0,8.64,14.0,36.9,20.17
India,2025,Washington Sundar,59,105,2,13,4,9.83,10.68,29.5,22.03,52.5
India,2025,XC Bartlett,60,96,2,28,4,10.0,9.6,30.0,46.67,48.0
India,2025,YS Chahal,270,431,16,72,13,45.0,9.58,16.88,26.67,26.94
India,2025,Yash Dayal,270,453,12,80,14,45.0,10.07,22.5,29.63,37.75
India,2025,Yash Thakur,39,80,1,10,2,6.5,12.31,39.0,25.64,80.0
India,2025,Yudhvir Singh,66,132,4,26,4,11.0,12.0,16.5,39.39,33.0
India,2025,Zeeshan Ansari,203,334,8,47,10,33.83,9.87,25.38,23.15,41.75
Overseas,2009,A Flintoff,66,106,2,20,3,11.0,9.64,33.0,30.3,53.0
Overseas,2009,A Kumble,355,353,22,138,16,59.17,5.97,16.14,38.87,16.05
Overseas,2009,A Mishra,253,300,14,98,11,42.17,7.11,18.07,38.74,21.43
Overseas,2009,A Mithun,24,42,0,7,1,4.0,10.5,0.0,29.17,0.0
Overseas,2009,A Nehra,306,354,22,139,13,51.0,6.94,13.91,45.42,16.09
Overseas,2009,A Singh,105,100,9,56,5,17.5,5.71,11.67,53.33,11.11
Overseas,2009,A Symonds,144,162,9,65,8,24.0,6.75,16.0,45.14,18.0
Overseas,2009,AB Agarkar,186,293,8,65,11,31.0,9.45,23.25,34.95,36.62
Overseas,2009,AB Dinda,144,195,6,67,8,24.0,8.12,24.0,46.53,32.5
Overseas,2009,AB McDonald,18,22,0,2,1,3.0,7.33,0.0,11.11,0.0
Overseas,2009,AD Mascarenhas,116,133,6,58,5,19.33,6.88,19.33,50.0,22.17
Overseas,2009,AD Mathews,14,32,0,2,1,2.33,13.73,0.0,14.29,0.0
Overseas,2009,AM Nayar,72,84,4,27,4,12.0,7.0,18.0,37.5,21.0
Overseas,2009,AM Rahane,6,5,1,2,1,1.0,5.0,6.0,33.33,5.0
Overseas,2009,AM Salvi,102,138,4,40,5,17.0,8.12,25.5,39.22,34.5
Overseas,2009,AS Raut,24,37,0,4,4,4.0,9.25,0.0,16.67,0.0
Overseas,2009,Anureet Singh,30,47,2,16,2,5.0,9.4,15.0,53.33,23.5
Overseas,2009,B Akhil,66,80,4,19,5,11.0,7.27,16.5,28.79,20.0
Overseas,2009,B Lee,120,113,6,69,5,20.0,5.65,20.0,57.5,18.83
Overseas,2009,BAW Mendis,100,136,4,26,5,16.67,8.16,25.0,26.0,34.0
Overseas,2009,BJ Hodge,120,167,7,34,9,20.0,8.35,17.14,28.33,23.86
Overseas,2009,C Nanda,48,58,2,13,3,8.0,7.25,24.0,27.08,29.0
Overseas,2009,CH Gayle,113,146,1,32,7,18.83,7.75,113.0,28.32,146.0
Overseas,2009,CK Langeveldt,24,15,3,16,1,4.0,3.75,8.0,66.67,5.0
Overseas,2009,D du Preez,42,56,4,18,2,7.0,8.0,10.5,42.86,14.0
Overseas,2009,DJ Bravo,199,265,14,89,11,33.17,7.99,14.21,44.72,18.93
Overseas,2009,DJ Hussey,24,34,1,7,3,4.0,8.5,24.0,29.17,34.0
Overseas,2009,DL Vettori,139,186,10,48,7,23.17,8.03,13.9,34.53,18.6
Overseas,2009,DP Nannes,297,384,20,135,13,49.5,7.76,14.85,45.45,19.2
Overseas,2009,DR Smith,84,128,1,26,8,14.0,9.14,84.0,30.95,128.0
Overseas,2009,DS Kulkarni,156,209,5,65,8,26.0,8.04,31.2,41.67,41.8
Overseas,2009,DW Steyn,54,62,3,27,3,9.0,6.89,18.0,50.0,20.67
Overseas,2009,FH Edwards,140,160,6,70,6,23.33,6.86,23.33,50.0,26.67
Overseas,2009,GR Napier,24,28,1,8,1,4.0,7.0,24.0,33.33,28.0
Overseas,2009,Harbhajan Singh,264,272,13,103,13,44.0,6.18,20.31,39.02,20.92
Overseas,2009,Harmeet Singh,137,198,4,46,7,22.83,8.67,34.25,33.58,49.5
Overseas,2009,I Sharma,258,303,11,130,11,43.0,7.05,23.45,50.39,27.55
Overseas,2009,IK Pathan,302,398,20,121,14,50.33,7.91,15.1,40.07,19.9
Overseas,2009,J Botha,72,76,5,30,3,12.0,6.33,14.4,41.67,15.2
Overseas,2009,JA Morkel,240,330,15,99,12,40.0,8.25,16.0,41.25,22.0
Overseas,2009,JD Ryder,102,121,5,40,5,17.0,7.12,20.4,39.22,24.2
Overseas,2009,JDP Oram,93,139,6,28,7,15.5,8.97,15.5,30.11,23.17
Overseas,2009,JH Kallis,276,362,7,111,14,46.0,7.87,39.43,40.22,51.71
Overseas,2009,JP Duminy,105,96,4,44,6,17.5,5.49,26.25,41.9,24.0
Overseas,2009,Jaskaran Singh,18,32,0,8,1,3.0,10.67,0.0,44.44,0.0
Overseas,2009,Joginder Sharma,42,57,2,9,4,7.0,8.14,21.0,21.43,28.5
Overseas,2009,K Goel,48,62,0,16,4,8.0,7.75,0.0,33.33,0.0
Overseas,2009,KP Appanna,72,91,2,18,5,12.0,7.58,36.0,25.0,45.5
Overseas,2009,KP Pietersen,78,88,5,26,4,13.0,6.77,15.6,33.33,17.6
Overseas,2009,Kamran Khan,112,148,10,40,6,18.67,7.93,11.2,35.71,14.8
Overseas,2009,L Balaji,224,320,14,70,13,37.33,8.57,16.0,31.25,22.86
Overseas,2009,LA Carseldine,6,6,1,4,1,1.0,6.0,6.0,66.67,6.0
Overseas,2009,LR Shukla,84,102,5,38,5,14.0,7.29,16.8,45.24,20.4
Overseas,2009,LRPL Taylor,6,13,0,0,1,1.0,13.0,0.0,0.0,0.0
Overseas,2009,M Kartik,204,207,5,77,10,34.0,6.09,40.8,37.75,41.4
Overseas,2009,M Morkel,42,40,1,20,2,7.0,5.71,42.0,47.62,40.0
Overseas,2009,M Muralitharan,300,267,16,144,13,50.0,5.34,18.75,48.0,16.69
Overseas,2009,MC Henriques,73,107,2,24,4,12.17,8.79,36.5,32.88,53.5
Overseas,2009,MF Maharoof,60,67,4,27,3,10.0,6.7,15.0,45.0,16.75
Overseas,2009,MK Tiwary,6,11,0,0,1,1.0,11.0,0.0,0.0,0.0
Overseas,2009,MM Patel,209,245,18,108,11,34.83,7.03,11.61,51.67,13.61
Overseas,2009,MS Gony,102,173,5,36,7,17.0,10.18,20.4,35.29,34.6
Overseas,2009,Mashrafe Mortaza,24,59,1,6,1,4.0,14.75,24.0,25.0,59.0
Overseas,2009,P Kumar,298,401,16,121,13,49.67,8.07,18.62,40.6,25.06
Overseas,2009,PJ Sangwan,280,374,18,112,13,46.67,8.01,15.56,40.0,20.78
Overseas,2009,PP Chawla,269,319,12,111,14,44.83,7.12,22.42,41.26,26.58
Overseas,2009,PP Ojha,321,359,21,103,15,53.5,6.71,15.29,32.09,17.1
Overseas,2009,Pankaj Singh,42,65,2,12,3,7.0,9.29,21.0,28.57,32.5
Overseas,2009,R Ashwin,24,14,2,11,1,4.0,3.5,12.0,45.83,7.0
Overseas,2009,R Bhatia,130,153,11,42,7,21.67,7.06,11.82,32.31,13.91
Overseas,2009,R Vinay Kumar,194,273,9,65,11,32.33,8.44,21.56,33.51,30.33
Overseas,2009,RA Jadeja,140,156,6,42,10,23.33,6.69,23.33,30.0,26.0
Overseas,2009,RA Shaikh,6,11,0,1,1,1.0,11.0,0.0,16.67,0.0
Overseas,2009,RE van der Merwe,204,263,9,53,10,34.0,7.74,22.67,25.98,29.22
Overseas,2009,RG Sharma,138,163,12,38,12,23.0,7.09,11.5,27.54,13.58
Overseas,2009,RJ Harris,186,235,6,84,8,31.0,7.58,31.0,45.16,39.17
Overseas,2009,RP Singh,358,430,26,169,16,59.67,7.21,13.77,47.21,16.54
Overseas,2009,RR Bose,12,24,0,5,1,2.0,12.0,0.0,41.67,0.0
Overseas,2009,RR Powar,126,138,6,49,8,21.0,6.57,21.0,38.89,23.0
Overseas,2009,RR Raje,41,72,1,11,4,6.83,10.54,41.0,26.83,72.0
Overseas,2009,RS Bopara,8,5,0,3,2,1.33,3.76,0.0,37.5,0.0
Overseas,2009,S Sreesanth,138,196,6,62,7,23.0,8.52,23.0,44.93,32.67
Overseas,2009,S Tyagi,114,143,5,59,8,19.0,7.53,22.8,51.75,28.6
Overseas,2009,SB Jakati,174,225,13,61,8,29.0,7.76,13.38,35.06,17.31
Overseas,2009,SB Styris,48,64,5,21,2,8.0,8.0,9.6,43.75,12.8
Overseas,2009,SC Ganguly,72,98,2,17,6,12.0,8.17,36.0,23.61,49.0
Overseas,2009,SK Raina,166,169,8,57,10,27.67,6.11,20.75,34.34,21.12
Overseas,2009,SK Trivedi,120,152,6,43,7,20.0,7.6,20.0,35.83,25.33
Overseas,2009,SK Warne,300,369,14,109,13,50.0,7.38,21.43,36.33,26.36
Overseas,2009,SL Malinga,297,334,21,140,13,49.5,6.75,14.14,47.14,15.9
Overseas,2009,SM Harwood,60,74,3,33,3,10.0,7.4,20.0,55.0,24.67
Overseas,2009,SR Tendulkar,36,59,0,4,4,6.0,9.83,0.0,11.11,0.0
Overseas,2009,SS Sarkar,25,34,1,4,2,4.17,8.15,25.0,16.0,34.0
Overseas,2009,ST Jayasuriya,114,165,8,28,9,19.0,8.68,14.25,24.56,20.62
Overseas,2009,Shoaib Ahmed,102,154,5,33,7,17.0,9.06,20.4,32.35,30.8
Overseas,2009,T Henderson,36,41,1,14,2,6.0,6.83,36.0,38.89,41.0
Overseas,2009,T Thushara,48,61,3,19,2,8.0,7.62,16.0,39.58,20.33
Overseas,2009,TL Suman,90,108,6,31,5,15.0,7.2,15.0,34.44,18.0
Overseas,2009,TM Dilshan,96,99,0,33,8,16.0,6.19,0.0,34.38,0.0
Overseas,2009,V Kohli,36,46,0,10,3,6.0,7.67,0.0,27.78,0.0
Overseas,2009,V Sehwag,6,25,0,1,1,1.0,25.0,0.0,16.67,0.0
Overseas,2009,VRV Singh,54,83,1,16,4,9.0,9.22,54.0,29.63,83.0
Overseas,2009,VS Malik,72,100,2,28,5,12.0,8.33,36.0,38.89,50.0
Overseas,2009,VY Mahesh,12,25,1,3,1,2.0,12.5,12.0,25.0,25.0
Overseas,2009,WA Mota,54,62,3,21,5,9.0,6.89,18.0,38.89,20.67
Overseas,2009,WPUJC Vaas,48,71,5,24,2,8.0,8.88,9.6,50.0,14.2
Overseas,2009,Y Nagar,12,20,2,3,1,2.0,10.0,6.0,25.0,10.0
Overseas,2009,Y Venugopal Rao,90,123,4,27,6,15.0,8.2,22.5,30.0,30.75
Overseas,2009,YA Abdulla,168,244,14,75,9,28.0,8.71,12.0,44.64,17.43
Overseas,2009,YK Pathan,210,248,7,83,11,35.0,7.09,30.0,39.52,35.43
Overseas,2009,Yuvraj Singh,120,142,6,48,9,20.0,7.1,20.0,40.0,23.67
Overseas,2009,Z Khan,126,144,7,49,6,21.0,6.86,18.0,38.89,20.57
Overseas,2014,A Mishra,24,27,2,8,1,4.0,6.75,12.0,33.33,13.5
Overseas,2014,A Nehra,18,24,1,6,1,3.0,8.0,18.0,33.33,24.0
Overseas,2014,AB Dinda,12,8,0,7,1,2.0,4.0,0.0,58.33,0.0
Overseas,2014,AR Patel,48,52,3,20,2,8.0,6.5,16.0,41.67,17.33
Overseas,2014,B Kumar,21,23,1,9,1,3.5,6.57,21.0,42.86,23.0
Overseas,2014,BW Hilfenhaus,12,9,1,7,1,2.0,4.5,12.0,58.33,9.0
Overseas,2014,CJ Anderson,18,33,0,5,1,3.0,11.0,0.0,27.78,0.0
Overseas,2014,DJG Sammy,12,19,0,3,1,2.0,9.5,0.0,25.0,0.0
Overseas,2014,DR Smith,24,39,2,6,2,4.0,9.75,12.0,25.0,19.5
Overseas,2014,DS Kulkarni,24,24,2,11,1,4.0,6.0,12.0,45.83,12.0
Overseas,2014,DW Steyn,24,29,2,11,1,4.0,7.25,12.0,45.83,14.5
Overseas,2014,GJ Maxwell,12,23,0,3,1,2.0,11.5,0.0,25.0,0.0
Overseas,2014,Harbhajan Singh,18,25,0,5,1,3.0,8.33,0.0,27.78,0.0
