venue_region,season,bowler,balls,runs_conceded,wickets,dot_balls,innings_bowled,overs,economy,bowling_strike_rate,dot_ball_pct,runs_per_wicket
India,2016,JD Unadkat,18,49,0,5,1,3.0,16.33,0.0,27.78,0.0
India,2016,JJ Bumrah,312,413,18,108,14,52.0,7.94,17.33,34.62,22.94
India,2016,JO Holder,78,105,3,27,4,13.0,8.08,26.0,34.62,35.0
India,2016,JP Duminy,42,55,2,12,5,7.0,7.86,21.0,28.57,27.5
India,2016,JP Faulkner,102,168,2,21,7,17.0,9.88,51.0,20.59,84.0
India,2016,JW Hastings,40,37,2,22,2,6.67,5.55,20.0,55.0,18.5
India,2016,KA Pollard,36,82,0,4,4,6.0,13.67,0.0,11.11,0.0
India,2016,KC Cariappa,102,160,3,35,5,17.0,9.41,34.0,34.31,53.33
India,2016,KH Pandya,187,238,7,53,11,31.17,7.64,26.71,28.34,34.0
India,2016,KJ Abbott,96,182,2,28,5,16.0,11.38,48.0,29.17,91.0
India,2016,KS Williamson,6,7,0,2,1,1.0,7.0,0.0,33.33,0.0
India,2016,KV Sharma,98,174,1,19,5,16.33,10.66,98.0,19.39,174.0
India,2016,KW Richardson,84,138,8,34,4,14.0,9.86,10.5,40.48,17.25
India,2016,Kuldeep Yadav,72,102,7,28,3,12.0,8.5,10.29,38.89,14.57
India,2016,M Ashwin,171,245,7,55,10,28.5,8.6,24.43,32.16,35.0
India,2016,M Morkel,213,299,10,89,10,35.5,8.42,21.3,41.78,29.9
India,2016,M Vijay,6,8,0,2,1,1.0,8.0,0.0,33.33,0.0
India,2016,MC Henriques,312,418,14,89,17,52.0,8.04,22.29,28.53,29.86
India,2016,MG Johnson,66,108,3,21,3,11.0,9.82,22.0,31.82,36.0
India,2016,MJ McClenaghan,320,449,18,128,14,53.33,8.42,17.78,40.0,24.94
India,2016,MM Sharma,291,410,16,97,14,48.5,8.45,18.19,33.33,25.62
India,2016,MP Stoinis,138,203,9,39,7,23.0,8.83,15.33,28.26,22.56
India,2016,MR Marsh,54,45,4,28,3,9.0,5.0,13.5,51.85,11.25
India,2016,Mohammed Shami,151,252,8,39,8,25.17,10.01,18.88,25.83,31.5
India,2016,Mustafizur Rahman,366,427,19,137,16,61.0,7.0,19.26,37.43,22.47
India,2016,N Rana,6,3,0,3,1,1.0,3.0,0.0,50.0,0.0
India,2016,NLTC Perera,199,326,10,56,11,33.17,9.83,19.9,28.14,32.6
India,2016,NM Coulter-Nile,90,120,4,37,4,15.0,8.0,22.5,41.11,30.0
India,2016,P Kumar,309,408,10,132,16,51.5,7.92,30.9,42.72,40.8
India,2016,P Negi,54,84,2,11,5,9.0,9.33,27.0,20.37,42.0
India,2016,P Sahu,105,152,3,24,5,17.5,8.69,35.0,22.86,50.67
India,2016,PJ Sangwan,24,49,0,9,2,4.0,12.25,0.0,37.5,0.0
India,2016,PP Chawla,212,273,12,81,11,35.33,7.73,17.67,38.21,22.75
India,2016,PV Tambe,96,143,5,26,7,16.0,8.94,19.2,27.08,28.6
India,2016,Parvez Rasool,84,130,1,22,4,14.0,9.29,84.0,26.19,130.0
India,2016,R Ashwin,264,321,11,93,14,44.0,7.3,24.0,35.23,29.18
India,2016,R Bhatia,204,249,6,54,10,34.0,7.32,34.0,26.47,41.5
India,2016,R Dhawan,42,56,2,12,2,7.0,8.0,21.0,28.57,28.0
India,2016,R Sathish,36,59,2,8,3,6.0,9.83,18.0,22.22,29.5
India,2016,R Vinay Kumar,54,65,4,25,3,9.0,7.22,13.5,46.3,16.25
India,2016,RA Jadeja,241,320,9,71,14,40.17,7.97,26.78,29.46,35.56
India,2016,RP Singh,72,114,3,29,4,12.0,9.5,24.0,40.28,38.0
India,2016,S Aravind,175,222,11,65,9,29.17,7.61,15.91,37.14,20.18
India,2016,S Gopal,18,19,0,4,1,3.0,6.33,0.0,22.22,0.0
India,2016,S Kaushik,138,195,6,48,7,23.0,8.48,23.0,34.78,32.5
India,2016,S Ladda,12,21,0,3,1,2.0,10.5,0.0,25.0,0.0
India,2016,S Nadeem,90,127,3,31,4,15.0,8.47,30.0,34.44,42.33
India,2016,SB Jakati,120,181,2,30,6,20.0,9.05,60.0,25.0,90.5
India,2016,SK Raina,60,84,0,15,4,10.0,8.4,0.0,25.0,0.0
India,2016,SM Boland,42,56,3,14,2,7.0,8.0,14.0,33.33,18.67
India,2016,SP Narine,256,310,13,109,11,42.67,7.27,19.69,42.58,23.85
India,2016,SR Watson,339,490,23,121,16,56.5,8.67,14.74,35.69,21.3
India,2016,STR Binny,102,134,1,28,11,17.0,7.88,102.0,27.45,134.0
India,2016,Sachin Baby,10,8,3,5,2,1.67,4.79,3.33,50.0,2.67
India,2016,Sandeep Sharma,300,374,19,127,14,50.0,7.48,15.79,42.33,19.68
India,2016,Shakib Al Hasan,186,247,5,58,9,31.0,7.97,37.2,31.18,49.4
India,2016,Swapnil Singh,18,29,0,3,1,3.0,9.67,0.0,16.67,0.0
India,2016,T Shamsi,96,151,3,26,4,16.0,9.44,32.0,27.08,50.33
India,2016,TA Boult,24,39,1,11,1,4.0,9.75,24.0,45.83,39.0
India,2016,TG Southee,258,333,9,99,11,43.0,7.74,28.67,38.37,37.0
India,2016,UT Yadav,156,246,12,46,9,26.0,9.46,13.0,29.49,20.5
India,2016,V Kohli,6,13,0,1,1,1.0,13.0,0.0,16.67,0.0
India,2016,VR Aaron,142,229,2,48,8,23.67,9.67,71.0,33.8,114.5
India,2016,YK Pathan,36,33,1,14,4,6.0,5.5,36.0,38.89,33.0
India,2016,YS Chahal,295,409,22,100,13,49.17,8.32,13.41,33.9,18.59
India,2016,Yuvraj Singh,37,52,0,7,5,6.17,8.43,0.0,18.92,0.0
India,2016,Z Khan,262,341,12,111,12,43.67,7.81,21.83,42.37,28.42
India,2017,A Choudhary,101,144,5,42,5,16.83,8.56,20.2,41.58,28.8
India,2017,A Mishra,233,345,10,78,14,38.83,8.88,23.3,33.48,34.5
India,2017,A Nehra,127,198,10,47,6,21.17,9.35,12.7,37.01,19.8
India,2017,A Zampa,119,164,7,38,6,19.83,8.27,17.0,31.93,23.43
India,2017,AB Dinda,60,121,2,21,3,10.0,12.1,30.0,35.0,60.5
India,2017,AD Mathews,30,57,0,3,2,5.0,11.4,0.0,10.0,0.0
India,2017,AF Milne,84,141,4,25,4,14.0,10.07,21.0,29.76,35.25
India,2017,AJ Tye,126,146,12,44,6,21.0,6.95,10.5,34.92,12.17
India,2017,AR Patel,288,366,15,82,14,48.0,7.62,19.2,28.47,24.4
India,2017,AS Rajpoot,84,113,4,27,5,14.0,8.07,21.0,32.14,28.25
India,2017,Ankit Sharma,6,16,0,1,1,1.0,16.0,0.0,16.67,0.0
India,2017,Ankit Soni,109,145,4,37,6,18.17,7.98,27.25,33.94,36.25
India,2017,Anureet Singh,12,26,0,2,1,2.0,13.0,0.0,16.67,0.0
India,2017,Avesh Khan,24,24,1,11,1,4.0,6.0,24.0,45.83,24.0
India,2017,B Kumar,314,384,28,117,14,52.33,7.34,11.21,37.26,13.71
India,2017,B Stanlake,48,70,2,17,2,8.0,8.75,24.0,35.42,35.0
India,2017,BA Stokes,264,327,14,108,12,44.0,7.43,18.86,40.91,23.36
India,2017,BB Sran,12,29,0,4,1,2.0,14.5,0.0,33.33,0.0
India,2017,BCJ Cutting,76,123,2,20,4,12.67,9.71,38.0,26.32,61.5
India,2017,Basil Thampi,268,428,15,76,12,44.67,9.58,17.87,28.36,28.53
India,2017,Bipul Sharma,98,131,3,28,7,16.33,8.02,32.67,28.57,43.67
India,2017,C de Grandhomme,96,136,4,33,9,16.0,8.5,24.0,34.38,34.0
India,2017,CH Morris,186,241,14,71,9,31.0,7.77,13.29,38.17,17.21
India,2017,CJ Anderson,113,187,4,20,8,18.83,9.93,28.25,17.7,46.75
India,2017,CJ Jordan,6,10,1,2,1,1.0,10.0,6.0,33.33,10.0
India,2017,CR Brathwaite,36,67,1,6,2,6.0,11.17,36.0,16.67,67.0
India,2017,CR Woakes,264,393,18,87,13,44.0,8.93,14.67,32.95,21.83
India,2017,DJ Hooda,24,42,2,7,3,4.0,10.5,12.0,29.17,21.0
India,2017,DL Chahar,42,75,1,12,3,7.0,10.71,42.0,28.57,75.0
India,2017,DR Smith,78,151,2,17,9,13.0,11.62,39.0,21.79,75.5
India,2017,DS Kulkarni,113,173,3,35,6,18.83,9.19,37.67,30.97,57.67
India,2017,DT Christian,240,303,12,74,13,40.0,7.58,20.0,30.83,25.25
India,2017,GJ Maxwell,114,126,7,38,8,19.0,6.63,16.29,33.33,18.0
India,2017,HH Pandya,156,219,6,45,13,26.0,8.42,26.0,28.85,36.5
India,2017,HV Patel,24,43,3,8,1,4.0,10.75,8.0,33.33,14.33
India,2017,Harbhajan Singh,246,269,8,96,11,41.0,6.56,30.75,39.02,33.62
India,2017,I Sharma,108,190,0,32,6,18.0,10.56,0.0,29.63,0.0
India,2017,IK Pathan,12,26,2,4,1,2.0,13.0,6.0,33.33,13.0
India,2017,Imran Tahir,282,370,19,94,12,47.0,7.87,14.84,33.33,19.47
India,2017,Iqbal Abdulla,30,55,2,6,2,5.0,11.0,15.0,20.0,27.5
India,2017,J Yadav,36,43,0,13,2,6.0,7.17,0.0,36.11,0.0
India,2017,JD Unadkat,275,330,27,119,12,45.83,7.2,10.19,43.27,12.22
India,2017,JJ Bumrah,362,455,23,124,17,60.33,7.54,15.74,34.25,19.78
India,2017,JP Faulkner,163,279,11,36,9,27.17,10.27,14.82,22.09,25.36
India,2017,K Rabada,128,198,8,48,6,21.33,9.28,16.0,37.5,24.75
India,2017,KA Pollard,11,30,0,0,1,1.83,16.39,0.0,0.0,0.0
India,2017,KC Cariappa,90,127,4,22,4,15.0,8.47,22.5,24.44,31.75
India,2017,KH Pandya,240,280,10,73,13,40.0,7.0,24.0,30.42,28.0
India,2017,KV Sharma,184,217,13,75,9,30.67,7.08,14.15,40.76,16.69
India,2017,Kuldeep Yadav,246,345,12,74,11,41.0,8.41,20.5,30.08,28.75
India,2017,LH Ferguson,78,96,5,40,4,13.0,7.38,15.6,51.28,19.2
India,2017,MC Henriques,144,248,2,27,12,24.0,10.33,72.0,18.75,124.0
India,2017,MG Johnson,120,147,9,55,5,20.0,7.35,13.33,45.83,16.33
India,2017,MJ Henry,30,71,2,7,2,5.0,14.2,15.0,23.33,35.5
India,2017,MJ McClenaghan,324,512,20,119,14,54.0,9.48,16.2,36.73,25.6
India,2017,MM Patel,42,58,1,10,2,7.0,8.29,42.0,23.81,58.0
India,2017,MM Sharma,274,412,13,87,14,45.67,9.02,21.08,31.75,31.69
India,2017,MN Samuels,18,34,0,5,2,3.0,11.33,0.0,27.78,0.0
India,2017,MP Stoinis,63,111,2,10,5,10.5,10.57,31.5,15.87,55.5
India,2017,MS Gony,12,32,0,4,1,2.0,16.0,0.0,33.33,0.0
India,2017,Mohammad Nabi,66,59,2,34,3,11.0,5.36,33.0,51.52,29.5
India,2017,Mohammed Shami,156,248,8,55,8,26.0,9.54,19.5,35.26,31.0
India,2017,Mohammed Siraj,138,214,10,48,6,23.0,9.3,13.8,34.78,21.4
India,2017,Mustafizur Rahman,16,34,0,3,1,2.67,12.73,0.0,18.75,0.0
India,2017,NB Singh,24,18,1,13,2,4.0,4.5,24.0,54.17,18.0
India,2017,NM Coulter-Nile,170,232,16,70,8,28.33,8.19,10.62,41.18,14.5
India,2017,P Kumar,99,154,6,40,6,16.5,9.33,16.5,40.4,25.67
India,2017,P Negi,193,202,17,80,12,32.17,6.28,11.35,41.45,11.88
India,2017,PJ Cummins,277,393,16,84,12,46.17,8.51,17.31,30.32,24.56
India,2017,PJ Sangwan,108,183,6,44,5,18.0,10.17,18.0,40.74,30.5
India,2017,PP Chawla,120,179,6,36,6,20.0,8.95,20.0,30.0,29.83
India,2017,R Bhatia,42,55,2,9,3,7.0,7.86,21.0,21.43,27.5
India,2017,R Tewatia,54,51,3,23,3,9.0,5.67,18.0,42.59,17.0
India,2017,R Vinay Kumar,18,31,2,6,1,3.0,10.33,9.0,33.33,15.5
India,2017,RA Jadeja,228,352,5,57,12,38.0,9.26,45.6,25.0,70.4
India,2017,RA Tripathi,6,12,0,0,1,1.0,12.0,0.0,0.0,0.0
India,2017,RD Chahar,42,59,2,16,2,7.0,8.43,21.0,38.1,29.5
India,2017,Rashid Khan,324,368,18,121,14,54.0,6.81,18.0,37.35,20.44
India,2017,S Aravind,183,278,5,58,10,30.5,9.11,36.6,31.69,55.6
India,2017,S Badree,150,191,9,62,7,25.0,7.64,16.67,41.33,21.22
India,2017,S Kaul,214,303,16,65,10,35.67,8.49,13.38,30.37,18.94
India,2017,S Kaushik,66,109,0,20,3,11.0,9.91,0.0,30.3,0.0
India,2017,S Nadeem,107,119,6,47,7,17.83,6.67,17.83,43.93,19.83
India,2017,SB Jakati,30,52,0,4,2,5.0,10.4,0.0,13.33,0.0
India,2017,SK Raina,72,102,1,20,6,12.0,8.5,72.0,27.78,102.0
India,2017,SL Malinga,269,388,11,90,12,44.83,8.65,24.45,33.46,35.27
India,2017,SN Thakur,229,319,13,85,12,38.17,8.36,17.62,37.12,24.54
India,2017,SP Narine,354,412,12,133,15,59.0,6.98,29.5,37.57,34.33
India,2017,SR Watson,161,246,5,47,8,26.83,9.17,32.2,29.19,49.2
India,2017,SS Agarwal,24,42,1,7,1,4.0,10.5,24.0,29.17,42.0
India,2017,STR Binny,36,50,4,9,4,6.0,8.33,9.0,25.0,12.5
India,2017,Sandeep Sharma,288,402,17,115,13,48.0,8.38,16.94,39.93,23.65
India,2017,Shakib Al Hasan,18,34,0,5,1,3.0,11.33,0.0,27.78,0.0
India,2017,Swapnil Singh,42,61,1,7,4,7.0,8.71,42.0,16.67,61.0
India,2017,T Natarajan,76,116,2,24,6,12.67,9.16,38.0,31.58,58.0
India,2017,TA Boult,143,222,5,53,6,23.83,9.32,28.6,37.06,44.4
India,2017,TG Southee,60,97,3,21,3,10.0,9.7,20.0,35.0,32.33
India,2017,TM Head,48,81,3,7,5,8.0,10.12,16.0,14.58,27.0
India,2017,TS Mills,107,157,5,41,5,17.83,8.81,21.4,38.32,31.4
India,2017,Tejas Baroka,21,33,0,6,1,3.5,9.43,0.0,28.57,0.0
India,2017,UT Yadav,291,432,18,117,14,48.5,8.91,16.17,40.21,24.0
India,2017,VR Aaron,120,170,7,51,6,20.0,8.5,17.14,42.5,24.29
India,2017,Washington Sundar,180,189,9,81,10,30.0,6.3,20.0,45.0,21.0
India,2017,YK Pathan,24,41,1,8,4,4.0,10.25,24.0,33.33,41.0
India,2017,YS Chahal,261,351,14,92,13,43.5,8.07,18.64,35.25,25.07
India,2017,Yuvraj Singh,12,23,2,2,2,2.0,11.5,6.0,16.67,11.5
India,2017,Z Khan,241,323,12,72,11,40.17,8.04,20.08,29.88,26.92
India,2018,A Dananjaya,24,47,0,6,1,4.0,11.75,0.0,25.0,0.0
India,2018,A Mishra,222,265,13,73,10,37.0,7.16,17.08,32.88,20.38
India,2018,AD Russell,227,360,13,74,15,37.83,9.52,17.46,32.6,27.69
India,2018,AJ Tye,336,459,28,108,14,56.0,8.2,12.0,32.14,16.39
India,2018,AR Patel,156,221,3,38,8,26.0,8.5,52.0,24.36,73.67
India,2018,AS Rajpoot,157,230,11,76,8,26.17,8.79,14.27,48.41,20.91
India,2018,Ankit Sharma,6,11,0,1,1,1.0,11.0,0.0,16.67,0.0
India,2018,Anureet Singh,24,42,2,4,3,4.0,10.5,12.0,16.67,21.0
India,2018,Avesh Khan,114,205,4,43,6,19.0,10.79,28.5,37.72,51.25
India,2018,B Kumar,277,357,10,121,12,46.17,7.73,27.7,43.68,35.7
India,2018,B Laughlin,126,212,9,33,7,21.0,10.1,14.0,26.19,23.56
India,2018,B Stanlake,96,130,5,47,4,16.0,8.12,19.2,48.96,26.0
India,2018,BA Stokes,222,307,9,73,12,37.0,8.3,24.67,32.88,34.11
India,2018,BB Sran,132,231,6,45,6,22.0,10.5,22.0,34.09,38.5
India,2018,BCJ Cutting,102,169,2,23,7,17.0,9.94,51.0,22.55,84.5
India,2018,Basil Thampi,61,115,5,16,4,10.17,11.31,12.2,26.23,23.0
India,2018,C de Grandhomme,90,132,3,23,7,15.0,8.8,30.0,25.56,44.0
India,2018,CH Morris,84,148,3,29,4,14.0,10.57,28.0,34.52,49.33
India,2018,CJ Anderson,52,117,5,14,3,8.67,13.49,10.4,26.92,23.4
India,2018,CJ Dala,18,34,0,7,1,3.0,11.33,0.0,38.89,0.0
India,2018,CJ Jordan,24,35,0,10,1,4.0,8.75,0.0,41.67,0.0
India,2018,CR Brathwaite,61,96,6,21,4,10.17,9.44,10.17,34.43,16.0
India,2018,CR Woakes,110,196,8,44,5,18.33,10.69,13.75,40.0,24.5
India,2018,DJ Bravo,321,538,18,85,16,53.5,10.06,17.83,26.48,29.89
India,2018,DJ Hooda,18,25,0,5,2,3.0,8.33,0.0,27.78,0.0
India,2018,DJ Willey,60,96,2,19,3,10.0,9.6,30.0,31.67,48.0
India,2018,DJM Short,18,23,1,7,2,3.0,7.67,18.0,38.89,23.0
India,2018,DL Chahar,229,281,10,114,12,38.17,7.36,22.9,49.78,28.1
India,2018,DS Kulkarni,119,189,4,53,8,19.83,9.53,29.75,44.54,47.25
India,2018,DT Christian,71,106,4,20,4,11.83,8.96,17.75,28.17,26.5
India,2018,GJ Maxwell,96,132,5,32,10,16.0,8.25,19.2,33.33,26.4
India,2018,HH Pandya,256,391,19,94,13,42.67,9.16,13.47,36.72,20.58
India,2018,HV Patel,105,169,7,34,5,17.5,9.66,15.0,32.38,24.14
India,2018,Harbhajan Singh,191,270,7,68,12,31.83,8.48,27.29,35.6,38.57
India,2018,IS Sodhi,138,137,5,49,6,23.0,5.96,27.6,35.51,27.4
India,2018,Imran Tahir,124,193,6,38,6,20.67,9.34,20.67,30.65,32.17
India,2018,JC Archer,233,329,15,93,10,38.83,8.47,15.53,39.91,21.93
India,2018,JD Unadkat,302,486,12,97,15,50.33,9.66,25.17,32.12,40.5
India,2018,JJ Bumrah,324,383,17,128,14,54.0,7.09,19.06,39.51,22.53
India,2018,JP Duminy,18,36,0,6,2,3.0,12.0,0.0,33.33,0.0
India,2018,JPR Scantlebury-Searles,42,89,2,7,3,7.0,12.71,21.0,16.67,44.5
India,2018,K Gowtham,240,321,12,87,15,40.0,8.02,20.0,36.25,26.75
India,2018,K Khejroliya,65,110,2,15,3,10.83,10.16,32.5,23.08,55.0
India,2018,KH Pandya,241,288,14,82,13,40.17,7.17,17.21,34.02,20.57
India,2018,KK Ahmed,18,39,0,6,1,3.0,13.0,0.0,33.33,0.0
India,2018,KM Asif,36,75,3,16,2,6.0,12.5,12.0,44.44,25.0
India,2018,KV Sharma,57,90,4,15,5,9.5,9.47,14.25,26.32,22.5
India,2018,Kuldeep Yadav,308,423,18,90,16,51.33,8.24,17.11,29.22,23.5
India,2018,L Ngidi,156,162,13,74,7,26.0,6.23,12.0,47.44,12.46
India,2018,LE Plunkett,150,228,4,39,7,25.0,9.12,37.5,26.0,57.0
India,2018,M Ashwin,42,54,3,19,2,7.0,7.71,14.0,45.24,18.0
India,2018,M Markande,264,376,15,80,14,44.0,8.55,17.6,30.3,25.07
India,2018,M Prasidh Krishna,168,261,12,59,7,28.0,9.32,14.0,35.12,21.75
India,2018,MA Wood,24,50,0,5,1,4.0,12.5,0.0,20.83,0.0
India,2018,MG Johnson,126,218,2,44,6,21.0,10.38,63.0,34.92,109.0
India,2018,MJ McClenaghan,240,340,16,98,11,40.0,8.5,15.0,40.83,21.25
India,2018,MK Lomror,18,27,0,2,2,3.0,9.0,0.0,11.11,0.0
India,2018,MK Tiwary,6,10,0,0,1,1.0,10.0,0.0,0.0,0.0
India,2018,MM Ali,79,98,6,26,5,13.17,7.44,13.17,32.91,16.33
India,2018,MM Sharma,178,328,7,44,9,29.67,11.05,25.43,24.72,46.86
India,2018,MP Stoinis,66,121,3,14,6,11.0,11.0,22.0,21.21,40.33
India,2018,Mohammad Nabi,30,47,1,12,2,5.0,9.4,30.0,40.0,47.0
India,2018,Mohammed Shami,83,144,3,28,4,13.83,10.41,27.67,33.73,48.0
India,2018,Mohammed Siraj,246,372,12,85,11,41.0,9.07,20.5,34.55,31.0
India,2018,Mujeeb Ur Rahman,248,292,15,90,11,41.33,7.07,16.53,36.29,19.47
India,2018,Mustafizur Rahman,165,232,9,57,7,27.5,8.44,18.33,34.55,25.78
India,2018,N Rana,37,44,4,17,5,6.17,7.13,9.25,45.95,11.0
India,2018,P Negi,24,49,1,9,2,4.0,12.25,24.0,37.5,49.0
India,2018,PJ Sangwan,12,20,0,4,1,2.0,10.0,0.0,33.33,0.0
India,2018,PP Chawla,294,419,14,106,15,49.0,8.55,21.0,36.05,29.93
India,2018,R Ashwin,304,411,11,76,14,50.67,8.11,27.64,25.0,37.36
India,2018,R Tewatia,132,174,6,40,8,22.0,7.91,22.0,30.3,29.0
India,2018,R Vinay Kumar,23,65,2,8,2,3.83,16.97,11.5,34.78,32.5
India,2018,RA Jadeja,246,310,12,78,14,41.0,7.56,20.5,31.71,25.83
India,2018,Rashid Khan,408,466,23,162,17,68.0,6.85,17.74,39.71,20.26
India,2018,S Gopal,186,239,12,65,10,31.0,7.71,15.5,34.95,19.92
India,2018,S Kaul,396,558,24,120,17,66.0,8.45,16.5,30.3,23.25
India,2018,S Lamichhane,72,86,5,29,3,12.0,7.17,14.4,40.28,17.2
India,2018,S Nadeem,90,162,5,20,6,15.0,10.8,18.0,22.22,32.4
India,2018,SN Thakur,280,433,17,111,13,46.67,9.28,16.47,39.64,25.47
India,2018,SP Narine,366,473,17,131,16,61.0,7.75,21.53,35.79,27.82
India,2018,SR Watson,168,252,7,56,11,28.0,9.0,24.0,33.33,36.0
India,2018,STR Binny,12,33,0,2,1,2.0,16.5,0.0,16.67,0.0
India,2018,Sandeep Sharma,264,334,14,115,12,44.0,7.59,18.86,43.56,23.86
India,2018,Shakib Al Hasan,342,458,16,96,17,57.0,8.04,21.38,28.07,28.62
India,2018,Shivam Mavi,168,273,7,61,9,28.0,9.75,24.0,36.31,39.0
India,2018,TA Boult,316,476,20,111,14,52.67,9.04,15.8,35.13,23.8
India,2018,TG Southee,174,263,8,57,8,29.0,9.07,21.75,32.76,32.88
India,2018,TK Curran,61,118,6,15,5,10.17,11.6,10.17,24.59,19.67
India,2018,UT Yadav,319,424,20,142,14,53.17,7.97,15.95,44.51,21.2
India,2018,V Shankar,30,58,1,8,4,5.0,11.6,30.0,26.67,58.0
India,2018,Washington Sundar,120,194,4,27,7,20.0,9.7,30.0,22.5,48.5
India,2018,YK Pathan,12,14,1,2,1,2.0,7.0,12.0,16.67,14.0
India,2018,YS Chahal,300,374,12,120,14,50.0,7.48,25.0,40.0,31.17
India,2018,Yuvraj Singh,12,23,0,0,2,2.0,11.5,0.0,0.0,0.0
India,2019,A Mishra,240,271,11,82,11,40.0,6.78,21.82,34.17,24.64
India,2019,AD Russell,181,288,11,60,12,30.17,9.55,16.45,33.15,26.18
India,2019,AJ Tye,132,233,3,30,6,22.0,10.59,44.0,22.73,77.67
India,2019,AR Patel,306,368,12,109,14,51.0,7.22,25.5,35.62,30.67
India,2019,AS Joseph,52,89,6,23,3,8.67,10.27,8.67,44.23,14.83
India,2019,AS Rajpoot,96,157,3,32,4,16.0,9.81,32.0,33.33,52.33
India,2019,AS Roy,12,11,1,4,1,2.0,5.5,12.0,33.33,11.0
India,2019,Abhishek Sharma,12,21,1,1,2,2.0,10.5,12.0,8.33,21.0
India,2019,Arshdeep Singh,60,117,3,15,3,10.0,11.7,20.0,25.0,39.0
India,2019,Avesh Khan,18,30,0,7,1,3.0,10.0,0.0,38.89,0.0
India,2019,B Kumar,354,466,14,163,15,59.0,7.9,25.29,46.05,33.29
India,2019,BA Stokes,101,200,6,26,6,16.83,11.88,16.83,25.74,33.33
India,2019,BB Sran,24,51,0,7,2,4.0,12.75,0.0,29.17,0.0
India,2019,BCJ Cutting,12,27,1,2,1,2.0,13.5,12.0,16.67,27.0
India,2019,Basil Thampi,72,115,0,17,3,12.0,9.58,0.0,23.61,0.0
India,2019,C de Grandhomme,30,55,0,2,3,5.0,11.0,0.0,6.67,0.0
India,2019,CH Morris,198,314,13,66,9,33.0,9.52,15.23,33.33,24.15
India,2019,CR Brathwaite,18,29,0,6,2,3.0,9.67,0.0,33.33,0.0
India,2019,CV Varun,18,35,1,8,1,3.0,11.67,18.0,44.44,35.0
India,2019,DJ Bravo,247,336,13,71,12,41.17,8.16,19.0,28.74,25.85
India,2019,DJ Hooda,12,21,1,1,2,2.0,10.5,12.0,8.33,21.0
India,2019,DL Chahar,387,486,22,186,17,64.5,7.53,17.59,48.06,22.09
India,2019,DS Kulkarni,210,336,6,76,10,35.0,9.6,35.0,36.19,56.0
India,2019,DW Steyn,48,74,4,18,2,8.0,9.25,12.0,37.5,18.5
India,2019,GC Viljoen,138,229,8,43,6,23.0,9.96,17.25,31.16,28.62
India,2019,GH Vihari,6,9,0,0,1,1.0,9.0,0.0,0.0,0.0
India,2019,HF Gurney,162,239,7,50,8,27.0,8.85,23.14,30.86,34.14
India,2019,HH Pandya,255,397,16,90,16,42.5,9.34,15.94,35.29,24.81
India,2019,HV Patel,48,77,3,15,2,8.0,9.62,16.0,31.25,25.67
India,2019,Harbhajan Singh,264,315,18,114,11,44.0,7.16,14.67,43.18,17.5
India,2019,Harpreet Brar,30,48,0,7,2,5.0,9.6,0.0,23.33,0.0
India,2019,I Sharma,276,364,14,113,13,46.0,7.91,19.71,40.94,26.0
India,2019,IS Sodhi,43,67,4,15,2,7.17,9.34,10.75,34.88,16.75
India,2019,Imran Tahir,386,440,26,146,17,64.33,6.84,14.85,37.82,16.92
India,2019,J Suchith,24,28,2,11,1,4.0,7.0,12.0,45.83,14.0
India,2019,J Yadav,42,50,1,17,2,7.0,7.14,42.0,40.48,50.0
India,2019,JC Archer,258,306,12,113,11,43.0,7.12,21.5,43.8,25.5
India,2019,JD Unadkat,224,404,11,55,11,37.33,10.82,20.36,24.55,36.73
India,2019,JJ Bumrah,374,433,23,157,17,62.33,6.95,16.26,41.98,18.83
India,2019,JP Behrendorff,114,168,5,51,5,19.0,8.84,22.8,44.74,33.6
India,2019,K Gowtham,120,171,1,34,7,20.0,8.55,120.0,28.33,171.0
India,2019,K Khejroliya,30,47,1,10,2,5.0,9.4,30.0,33.33,47.0
India,2019,K Rabada,288,382,29,109,13,48.0,7.96,9.93,37.85,13.17
India,2019,KC Cariappa,12,34,0,1,1,2.0,17.0,0.0,8.33,0.0
India,2019,KH Pandya,276,337,12,92,16,46.0,7.33,23.0,33.33,28.08
India,2019,KK Ahmed,209,292,20,83,9,34.83,8.38,10.45,39.71,14.6
India,2019,KMA Paul,163,239,10,52,8,27.17,8.8,16.3,31.9,23.9
India,2019,KV Sharma,17,33,1,4,1,2.83,11.66,17.0,23.53,33.0
India,2019,Kuldeep Yadav,198,286,5,54,9,33.0,8.67,39.6,27.27,57.2
India,2019,LH Ferguson,102,185,2,28,5,17.0,10.88,51.0,27.45,92.5
India,2019,LS Livingstone,6,13,0,3,1,1.0,13.0,0.0,50.0,0.0
India,2019,M Ashwin,204,257,5,57,10,34.0,7.56,40.8,27.94,51.4
India,2019,M Markande,36,59,1,11,3,6.0,9.83,36.0,30.56,59.0
India,2019,M Prasidh Krishna,248,394,5,89,12,41.33,9.53,49.6,35.89,78.8
India,2019,MJ McClenaghan,108,143,3,44,5,18.0,7.94,36.0,40.74,47.67
India,2019,MJ Santner,84,94,4,37,4,14.0,6.71,21.0,44.05,23.5
India,2019,MM Ali,150,169,7,63,9,25.0,6.76,21.43,42.0,24.14
India,2019,MM Sharma,18,27,1,8,1,3.0,9.0,18.0,44.44,27.0
